Avg.Daily.Particulates,Chlamydia.Rate,County,Dentist.Ratio,FIPS,MV.Mortality.Rate,Mentally.Unhealthy.Days,Perc.Children.in.Poverty,Perc.Diabetic.Screening,Perc.Excessive.Drinking,Perc.Fair.Poor.Health,Perc.Fast.Foods,Perc.High.School.Grad,Perc.Limited.Access,Perc.Low.Birth.Weight,Perc.Mammography,Perc.No.Soc.Emo.Support,Perc.Obese,Perc.Physically.Inactive,Perc.Single.Parent.HH,Perc.Smokers,Perc.Some.College,Perc.Unemployed,Perc.Uninsured,Perc.pop.in.viol,Physically.Unhealthy.Days,Pr.Care.Physician.Ratio,Prev.Hosp.Stay.Rate,Rec.Facility.Rate,State,Teen.Birth.Rate,Violent.Crime.Rate,YPLL.Rate,source,FIPS1,FIPS2
13.0,122.0,166,2391.0,18011,12.0,3.0,9.0,88.0,19.0,13.0,49.0,96.0,1.0,7.0,67.0,17.0,30.0,30.0,18.0,19.0,76.0,7.0,11.0,17.0,3.0,2527.0,70.0,12.0,14,23.0,22.0,,test,18,011
13.0,159.0,403,1079.0,18025,35.0,4.0,30.0,84.0,8.0,20.0,18.0,87.0,4.0,10.0,51.0,25.0,37.0,31.0,30.0,24.0,35.0,11.0,18.0,0.0,6.0,2527.0,86.0,0.0,14,43.0,262.0,,test,18,025
13.0,337.0,636,2206.0,18053,13.0,4.0,26.0,89.0,13.0,17.0,55.0,88.0,8.0,9.0,70.0,24.0,30.0,33.0,41.0,27.0,50.0,11.0,17.0,0.0,4.0,2121.0,74.0,7.0,14,42.0,176.0,,test,18,053
13.0,127.0,646,3042.0,18055,22.0,3.0,21.0,83.0,14.0,16.0,45.0,87.0,3.0,8.0,54.0,15.0,31.0,29.0,30.0,26.0,50.0,9.0,17.0,0.0,4.0,3687.0,104.0,3.0,14,47.0,43.0,,test,18,055
13.0,307.0,777,1799.0,18071,16.0,4.0,20.0,82.0,15.0,20.0,63.0,92.0,5.0,8.0,66.0,19.0,31.0,33.0,26.0,25.0,48.0,8.0,19.0,0.0,4.0,1774.0,65.0,7.0,14,58.0,280.0,,test,18,071
13.0,278.0,782,1903.0,18077,14.0,5.0,22.0,81.0,16.0,18.0,38.0,83.0,5.0,8.0,62.0,30.0,31.0,31.0,35.0,28.0,49.0,9.0,17.0,0.0,4.0,1618.0,97.0,6.0,14,37.0,166.0,,test,18,077
12.0,461.0,866,2138.0,18089,11.0,4.0,30.0,79.0,18.0,18.0,56.0,83.0,8.0,10.0,58.0,23.0,34.0,30.0,41.0,26.0,58.0,10.0,17.0,0.0,4.0,1765.0,96.0,7.0,14,45.0,421.0,,test,18,089
13.0,397.0,950,2261.0,18095,14.0,5.0,29.0,85.0,15.0,19.0,44.0,81.0,6.0,9.0,70.0,22.0,37.0,34.0,39.0,30.0,52.0,11.0,17.0,0.0,4.0,1908.0,86.0,10.0,14,48.0,205.0,,test,18,095
13.0,67.0,1283,4519.0,18131,26.0,3.0,20.0,82.0,12.0,27.0,56.0,90.0,1.0,7.0,52.0,17.0,34.0,28.0,25.0,23.0,50.0,8.0,17.0,0.0,4.0,2227.0,69.0,8.0,14,42.0,254.0,,test,18,131
13.0,189.0,1697,2598.0,18183,19.0,2.0,14.0,82.0,22.0,11.0,48.0,91.0,2.0,8.0,56.0,14.0,33.0,21.0,25.0,22.0,57.0,9.0,15.0,0.0,3.0,2084.0,73.0,9.0,14,32.0,46.0,,test,18,183
11.0,195.0,21,3669.0,19005,24.0,2.0,23.0,93.0,24.0,16.0,14.0,99.0,6.0,7.0,70.0,26.0,29.0,24.0,20.0,21.0,58.0,8.0,18.0,1.0,2.0,1594.0,64.0,0.0,15,35.0,19.0,,test,19,005
9.0,360.0,72,6251.0,19009,17.0,2.0,16.0,84.0,18.0,8.0,37.0,91.0,1.0,9.0,68.0,16.0,33.0,29.0,29.0,18.0,67.0,6.0,14.0,0.0,2.0,3057.0,52.0,0.0,15,31.0,75.0,,test,19,009
11.0,173.0,132,4397.0,19011,18.0,2.0,12.0,91.0,20.0,8.0,44.0,85.0,3.0,6.0,68.0,15.0,31.0,26.0,21.0,23.0,67.0,6.0,9.0,5.0,2.0,5214.0,61.0,12.0,15,19.0,55.0,,test,19,011
11.0,137.0,657,4202.0,19075,13.0,2.0,8.0,90.0,21.0,10.0,15.0,96.0,2.0,8.0,71.0,10.0,31.0,25.0,21.0,13.0,74.0,5.0,9.0,0.0,3.0,6227.0,54.0,0.0,15,16.0,30.0,,test,19,075
11.0,150.0,676,2300.0,19081,12.0,2.0,14.0,87.0,16.0,15.0,33.0,96.0,5.0,5.0,69.0,21.0,29.0,26.0,24.0,22.0,60.0,6.0,11.0,0.0,3.0,3772.0,66.0,18.0,15,27.0,71.0,,test,19,081
11.0,167.0,737,4886.0,19089,21.0,1.0,20.0,88.0,21.0,13.0,13.0,93.0,11.0,6.0,72.0,15.0,28.0,24.0,17.0,16.0,62.0,6.0,13.0,2.0,2.0,1365.0,50.0,11.0,15,28.0,74.0,,test,19,089
10.0,198.0,779,2262.0,19099,15.0,3.0,14.0,91.0,20.0,12.0,58.0,92.0,4.0,8.0,62.0,16.0,35.0,25.0,31.0,18.0,59.0,8.0,10.0,0.0,3.0,2454.0,58.0,11.0,15,33.0,118.0,,test,19,099
11.0,523.0,793,3092.0,19103,7.0,2.0,16.0,90.0,22.0,7.0,38.0,88.0,4.0,7.0,75.0,13.0,24.0,19.0,25.0,14.0,84.0,4.0,10.0,1.0,2.0,2204.0,45.0,6.0,15,11.0,282.0,,test,19,103
11.0,202.0,930,2872.0,19115,24.0,4.0,18.0,87.0,24.0,20.0,45.0,86.0,0.0,8.0,57.0,18.0,34.0,28.0,24.0,22.0,47.0,6.0,15.0,0.0,3.0,5687.0,58.0,0.0,15,44.0,60.0,,test,19,115
10.0,135.0,934,2991.0,19117,23.0,2.0,26.0,95.0,19.0,9.0,44.0,95.0,8.0,7.0,75.0,13.0,31.0,30.0,22.0,18.0,54.0,5.0,12.0,0.0,4.0,1482.0,64.0,11.0,15,38.0,239.0,,test,19,117
10.0,376.0,972,2337.0,19127,12.0,3.0,20.0,87.0,15.0,11.0,47.0,82.0,6.0,7.0,72.0,15.0,32.0,26.0,28.0,20.0,55.0,7.0,13.0,0.0,2.0,1453.0,46.0,3.0,15,59.0,381.0,,test,19,127
9.0,173.0,1050,3146.0,19133,18.0,1.0,20.0,78.0,18.0,13.0,46.0,91.0,4.0,9.0,67.0,17.0,27.0,32.0,38.0,19.0,56.0,8.0,13.0,0.0,2.0,1319.0,65.0,22.0,15,27.0,0.0,,test,19,133
10.0,151.0,1052,2702.0,19135,18.0,4.0,18.0,93.0,19.0,14.0,31.0,96.0,7.0,7.0,71.0,15.0,33.0,36.0,19.0,21.0,65.0,7.0,13.0,0.0,4.0,1596.0,73.0,0.0,15,42.0,152.0,,test,19,135
9.0,112.0,1057,2185.0,19137,21.0,4.0,21.0,80.0,14.0,14.0,40.0,92.0,7.0,7.0,63.0,11.0,31.0,26.0,32.0,25.0,63.0,6.0,11.0,0.0,4.0,1785.0,80.0,9.0,15,40.0,226.0,,test,19,137
9.0,238.0,1547,2136.0,19173,17.0,3.0,19.0,88.0,11.0,14.0,38.0,89.0,3.0,6.0,66.0,16.0,30.0,26.0,25.0,18.0,57.0,5.0,13.0,0.0,4.0,2204.0,58.0,16.0,15,33.0,5.0,,test,19,173
8.0,161.0,34,2733.0,20003,32.0,3.0,21.0,87.0,14.0,16.0,23.0,92.0,9.0,8.0,55.0,12.0,32.0,27.0,28.0,19.0,44.0,8.0,17.0,4.0,3.0,2024.0,71.0,0.0,16,47.0,374.0,,test,20,003
8.0,260.0,203,3369.0,20013,27.0,2.0,25.0,82.0,11.0,19.0,35.0,82.0,3.0,6.0,44.0,18.0,37.0,31.0,36.0,22.0,52.0,6.0,18.0,71.0,3.0,2351.0,111.0,0.0,16,56.0,265.0,,test,20,013
9.0,148.0,303,5443.0,20021,25.0,3.0,27.0,76.0,12.0,20.0,50.0,80.0,7.0,8.0,54.0,17.0,36.0,27.0,25.0,22.0,57.0,8.0,17.0,0.0,4.0,2696.0,80.0,5.0,16,61.0,234.0,,test,20,021
9.0,397.0,397,2945.0,20035,22.0,3.0,25.0,86.0,10.0,15.0,35.0,79.0,6.0,7.0,61.0,18.0,33.0,29.0,34.0,18.0,61.0,7.0,16.0,0.0,4.0,2015.0,54.0,0.0,16,48.0,398.0,,test,20,035
11.0,500.0,553,1876.0,20055,20.0,3.0,24.0,88.0,19.0,15.0,53.0,76.0,9.0,8.0,61.0,22.0,33.0,25.0,27.0,21.0,46.0,4.0,22.0,79.0,3.0,2054.0,57.0,14.0,16,80.0,456.0,,test,20,055
11.0,67.0,640,3242.0,20069,39.0,3.0,13.0,94.0,15.0,13.0,14.0,90.0,16.0,8.0,53.0,17.0,30.0,26.0,17.0,13.0,50.0,3.0,23.0,0.0,3.0,6028.0,55.0,0.0,16,35.0,29.0,,test,20,069
9.0,30.0,651,3385.0,20073,23.0,4.0,24.0,81.0,13.0,19.0,14.0,86.0,15.0,6.0,51.0,14.0,34.0,33.0,34.0,18.0,62.0,7.0,19.0,6.0,5.0,1336.0,127.0,0.0,16,48.0,206.0,,test,20,073
9.0,248.0,695,2253.0,20079,19.0,3.0,19.0,91.0,10.0,13.0,51.0,85.0,7.0,7.0,71.0,13.0,29.0,25.0,23.0,11.0,60.0,7.0,16.0,0.0,3.0,1241.0,49.0,3.0,16,33.0,345.0,,test,20,079
10.0,247.0,914,3284.0,20105,27.0,2.0,21.0,86.0,11.0,13.0,38.0,83.0,9.0,7.0,71.0,21.0,28.0,26.0,35.0,17.0,67.0,5.0,20.0,9.0,2.0,3234.0,135.0,31.0,16,40.0,113.0,,test,20,105
10.0,53.0,1128,3243.0,20137,27.0,2.0,17.0,74.0,13.0,9.0,36.0,86.0,12.0,10.0,64.0,14.0,30.0,26.0,23.0,23.0,54.0,4.0,16.0,64.0,3.0,1888.0,98.0,0.0,16,26.0,55.0,,test,20,137
10.0,82.0,1174,3097.0,20143,27.0,2.0,14.0,92.0,10.0,11.0,38.0,94.0,7.0,7.0,67.0,17.0,32.0,33.0,16.0,12.0,67.0,6.0,16.0,0.0,3.0,1524.0,59.0,0.0,16,34.0,209.0,,test,20,143
10.0,83.0,1268,1671.0,20151,27.0,2.0,18.0,91.0,12.0,16.0,60.0,87.0,6.0,8.0,66.0,15.0,32.0,31.0,21.0,20.0,61.0,5.0,18.0,0.0,3.0,1378.0,57.0,21.0,16,39.0,295.0,,test,20,151
10.0,159.0,1320,2688.0,20159,20.0,3.0,21.0,84.0,10.0,11.0,53.0,88.0,6.0,7.0,67.0,18.0,37.0,25.0,28.0,16.0,53.0,5.0,18.0,0.0,4.0,2021.0,66.0,0.0,16,33.0,186.0,,test,20,159
11.0,140.0,1505,2910.0,20189,62.0,1.0,17.0,87.0,13.0,8.0,36.0,87.0,7.0,4.0,51.0,19.0,30.0,27.0,16.0,18.0,48.0,5.0,25.0,0.0,3.0,5748.0,163.0,0.0,16,55.0,14.0,,test,20,189
10.0,152.0,1559,2075.0,20193,28.0,3.0,14.0,92.0,10.0,15.0,53.0,80.0,15.0,7.0,57.0,12.0,31.0,22.0,29.0,17.0,74.0,4.0,17.0,5.0,2.0,1589.0,97.0,13.0,16,27.0,300.0,,test,20,193
13.0,242.0,166,1580.0,21015,10.0,3.0,12.0,84.0,17.0,13.0,50.0,82.0,5.0,7.0,63.0,16.0,31.0,28.0,20.0,19.0,70.0,8.0,13.0,0.0,4.0,1704.0,90.0,11.0,17,34.0,214.0,,test,21,015
13.0,142.0,225,1293.0,21031,40.0,4.0,31.0,85.0,12.0,21.0,58.0,73.0,5.0,9.0,48.0,16.0,33.0,31.0,30.0,20.0,47.0,11.0,21.0,0.0,6.0,6365.0,157.0,0.0,17,56.0,43.0,,test,21,031
13.0,170.0,261,3541.0,21043,36.0,5.0,33.0,83.0,7.0,32.0,64.0,74.0,2.0,9.0,50.0,23.0,35.0,43.0,24.0,34.0,50.0,12.0,19.0,37.0,6.0,5541.0,85.0,7.0,17,52.0,69.0,,test,21,043
14.0,604.0,320,3572.0,21047,20.0,4.0,34.0,81.0,14.0,24.0,56.0,76.0,9.0,9.0,66.0,21.0,31.0,33.0,34.0,27.0,54.0,12.0,18.0,0.0,4.0,2470.0,105.0,4.0,17,86.0,278.0,,test,21,047
13.0,474.0,435,1874.0,21059,12.0,4.0,24.0,84.0,14.0,18.0,55.0,89.0,4.0,9.0,76.0,17.0,31.0,29.0,31.0,26.0,57.0,8.0,15.0,0.0,4.0,1825.0,67.0,8.0,17,53.0,169.0,,test,21,059
12.0,205.0,533,2960.0,21065,36.0,6.0,41.0,88.0,9.0,24.0,43.0,72.0,6.0,10.0,65.0,20.0,35.0,38.0,33.0,28.0,27.0,11.0,19.0,0.0,4.0,3671.0,115.0,0.0,17,72.0,86.0,,test,21,065
13.0,545.0,548,3572.0,21067,10.0,3.0,21.0,88.0,10.0,14.0,51.0,78.0,6.0,9.0,68.0,16.0,31.0,24.0,35.0,17.0,73.0,7.0,19.0,0.0,4.0,2989.0,57.0,14.0,17,36.0,636.0,,test,21,067
13.0,139.0,557,4805.0,21069,39.0,5.0,32.0,78.0,7.0,25.0,60.0,69.0,3.0,9.0,50.0,21.0,35.0,36.0,22.0,30.0,47.0,11.0,22.0,0.0,5.0,1439.0,163.0,14.0,17,48.0,55.0,,test,21,069
13.0,222.0,676,1730.0,21091,37.0,4.0,20.0,84.0,10.0,18.0,40.0,86.0,0.0,7.0,68.0,13.0,35.0,32.0,31.0,21.0,53.0,8.0,15.0,0.0,4.0,2989.0,71.0,0.0,17,57.0,46.0,,test,21,091
13.0,60.0,793,3989.0,21115,23.0,6.0,36.0,82.0,5.0,30.0,53.0,79.0,5.0,11.0,64.0,23.0,38.0,35.0,28.0,27.0,41.0,10.0,18.0,0.0,6.0,1463.0,206.0,9.0,17,51.0,59.0,,test,21,115
13.0,104.0,886,2595.0,21125,26.0,5.0,33.0,83.0,7.0,29.0,57.0,74.0,5.0,8.0,60.0,22.0,37.0,36.0,34.0,30.0,48.0,11.0,20.0,0.0,6.0,2360.0,109.0,3.0,17,62.0,79.0,,test,21,125
13.0,159.0,907,3502.0,21135,29.0,5.0,48.0,84.0,12.0,31.0,43.0,84.0,1.0,10.0,43.0,22.0,35.0,36.0,32.0,34.0,36.0,14.0,21.0,0.0,6.0,4623.0,117.0,0.0,17,76.0,75.0,,test,21,135
13.0,284.0,988,2042.0,21147,27.0,6.0,48.0,87.0,10.0,41.0,62.0,73.0,3.0,9.0,49.0,30.0,32.0,41.0,30.0,39.0,40.0,15.0,22.0,0.0,8.0,3052.0,116.0,0.0,17,81.0,60.0,,test,21,147
13.0,213.0,1006,4127.0,21163,31.0,4.0,22.0,83.0,8.0,17.0,63.0,87.0,7.0,8.0,65.0,18.0,36.0,32.0,29.0,34.0,59.0,13.0,17.0,0.0,5.0,4780.0,88.0,4.0,17,37.0,55.0,,test,21,163
13.0,460.0,1015,3272.0,21165,22.0,5.0,47.0,87.0,12.0,31.0,100.0,78.0,0.0,11.0,52.0,26.0,36.0,33.0,14.0,35.0,41.0,15.0,21.0,0.0,7.0,6314.0,101.0,0.0,17,51.0,38.0,,test,21,165
13.0,176.0,1466,5747.0,21215,18.0,4.0,14.0,85.0,9.0,19.0,90.0,78.0,0.0,7.0,65.0,16.0,37.0,30.0,19.0,28.0,59.0,10.0,16.0,0.0,3.0,2854.0,68.0,6.0,17,27.0,44.0,,test,21,215
11.0,237.0,57,4527.0,22005,23.0,3.0,15.0,83.0,20.0,18.0,57.0,81.0,11.0,9.0,67.0,20.0,32.0,28.0,27.0,19.0,58.0,7.0,16.0,40.0,4.0,2344.0,61.0,14.0,18,43.0,393.0,,test,22,005
10.0,278.0,63,1178.0,22007,28.0,3.0,26.0,85.0,11.0,23.0,75.0,73.0,13.0,12.0,66.0,25.0,33.0,30.0,41.0,23.0,32.0,11.0,18.0,0.0,5.0,5841.0,80.0,4.0,18,44.0,561.0,,test,22,007
12.0,529.0,326,5017.0,22027,19.0,2.0,36.0,82.0,14.0,21.0,64.0,82.0,4.0,13.0,54.0,18.0,34.0,33.0,56.0,23.0,40.0,9.0,21.0,0.0,4.0,2450.0,116.0,6.0,18,64.0,860.0,,test,22,027
11.0,453.0,535,2948.0,22039,28.0,3.0,34.0,69.0,15.0,25.0,65.0,67.0,8.0,12.0,57.0,21.0,33.0,30.0,36.0,25.0,36.0,8.0,19.0,0.0,5.0,1478.0,193.0,3.0,18,73.0,328.0,,test,22,039
11.0,557.0,753,4667.0,22047,21.0,4.0,30.0,79.0,14.0,22.0,52.0,56.0,3.0,12.0,61.0,21.0,37.0,33.0,50.0,19.0,39.0,11.0,19.0,0.0,4.0,2780.0,58.0,3.0,18,58.0,914.0,,test,22,047
11.0,175.0,855,8094.0,22059,29.0,3.0,23.0,75.0,7.0,15.0,80.0,74.0,3.0,8.0,56.0,18.0,33.0,32.0,25.0,23.0,39.0,5.0,21.0,9.0,3.0,1868.0,218.0,0.0,18,61.0,299.0,,test,22,059
11.0,1345.0,1165,1941.0,22071,13.0,4.0,42.0,77.0,18.0,18.0,39.0,94.0,12.0,13.0,63.0,25.0,30.0,29.0,61.0,20.0,63.0,9.0,23.0,0.0,4.0,1187.0,57.0,8.0,18,48.0,844.0,,test,22,071
11.0,466.0,1477,3708.0,22093,30.0,3.0,28.0,79.0,25.0,23.0,58.0,75.0,5.0,11.0,61.0,30.0,36.0,33.0,44.0,21.0,44.0,12.0,17.0,12.0,4.0,2004.0,89.0,14.0,18,41.0,959.0,,test,22,093
10.0,534.0,1487,3080.0,22101,23.0,3.0,27.0,87.0,15.0,22.0,54.0,70.0,11.0,11.0,62.0,23.0,38.0,33.0,43.0,24.0,38.0,9.0,23.0,13.0,4.0,1819.0,91.0,11.0,18,65.0,802.0,,test,22,101
11.0,254.0,1489,1395.0,22103,18.0,4.0,16.0,82.0,20.0,15.0,46.0,80.0,6.0,8.0,67.0,17.0,28.0,24.0,27.0,21.0,66.0,6.0,18.0,15.0,3.0,1332.0,92.0,12.0,18,32.0,242.0,,test,22,103
11.0,699.0,1542,2233.0,22105,31.0,4.0,35.0,83.0,13.0,24.0,48.0,72.0,11.0,11.0,61.0,23.0,36.0,32.0,41.0,22.0,53.0,9.0,21.0,6.0,4.0,2640.0,116.0,9.0,18,52.0,1285.0,,test,22,105
9.0,268.0,37,2165.0,23001,11.0,4.0,24.0,90.0,17.0,13.0,44.0,78.0,3.0,7.0,69.0,18.0,32.0,27.0,35.0,20.0,56.0,8.0,12.0,1.0,4.0,1157.0,58.0,13.0,19,37.0,153.0,,test,23,001
9.0,242.0,816,1722.0,23011,14.0,4.0,18.0,84.0,16.0,14.0,45.0,83.0,3.0,6.0,71.0,17.0,30.0,23.0,34.0,20.0,60.0,7.0,11.0,0.0,4.0,1331.0,54.0,12.0,19,26.0,118.0,,test,23,011
9.0,184.0,846,1711.0,23013,14.0,4.0,20.0,85.0,16.0,13.0,30.0,86.0,4.0,5.0,68.0,18.0,26.0,21.0,37.0,16.0,49.0,7.0,14.0,9.0,4.0,1102.0,49.0,20.0,19,32.0,49.0,,test,23,013
13.0,136.0,258,1834.0,24013,15.0,3.0,7.0,88.0,19.0,13.0,54.0,93.0,4.0,7.0,68.0,17.0,28.0,21.0,19.0,19.0,67.0,6.0,9.0,0.0,3.0,1798.0,69.0,13.0,20,20.0,216.0,,test,24,013
12.0,169.0,276,3425.0,24015,18.0,4.0,15.0,83.0,17.0,15.0,50.0,83.0,5.0,7.0,65.0,17.0,32.0,28.0,25.0,24.0,55.0,9.0,11.0,9.0,4.0,2811.0,98.0,6.0,20,37.0,644.0,,test,24,015
12.0,464.0,284,1687.0,24017,17.0,3.0,11.0,83.0,14.0,12.0,57.0,88.0,4.0,10.0,66.0,18.0,33.0,24.0,33.0,16.0,68.0,6.0,10.0,0.0,3.0,2372.0,76.0,6.0,20,27.0,511.0,,test,24,017
13.0,309.0,1665,2000.0,24043,14.0,4.0,18.0,85.0,15.0,15.0,55.0,90.0,6.0,8.0,66.0,21.0,30.0,28.0,33.0,22.0,56.0,10.0,12.0,1.0,4.0,1658.0,63.0,10.0,20,44.0,291.0,,test,24,043
11.0,215.0,22,4499.0,26005,14.0,4.0,18.0,88.0,20.0,13.0,34.0,81.0,1.0,7.0,68.0,15.0,32.0,24.0,24.0,23.0,56.0,9.0,15.0,0.0,3.0,3379.0,64.0,5.0,22,33.0,262.0,,test,26,005
9.0,51.0,28,1431.0,26007,16.0,3.0,27.0,88.0,21.0,15.0,43.0,70.0,3.0,10.0,74.0,20.0,31.0,23.0,30.0,24.0,67.0,11.0,15.0,0.0,5.0,1284.0,54.0,7.0,22,32.0,249.0,,test,26,007
11.0,125.0,100,3977.0,26015,18.0,3.0,16.0,88.0,20.0,14.0,33.0,80.0,1.0,7.0,68.0,17.0,36.0,27.0,23.0,23.0,56.0,7.0,12.0,1.0,4.0,2812.0,74.0,9.0,22,31.0,178.0,,test,26,015
12.0,537.0,139,2082.0,26021,14.0,3.0,28.0,86.0,17.0,18.0,39.0,77.0,8.0,8.0,69.0,22.0,33.0,29.0,38.0,20.0,61.0,10.0,16.0,12.0,3.0,1215.0,51.0,8.0,22,48.0,389.0,,test,26,021
11.0,166.0,343,3805.0,26037,8.0,3.0,13.0,90.0,18.0,12.0,45.0,92.0,3.0,7.0,65.0,16.0,32.0,26.0,21.0,18.0,72.0,7.0,10.0,0.0,4.0,2218.0,63.0,4.0,22,17.0,102.0,,test,26,037
11.0,666.0,600,1759.0,26049,13.0,4.0,31.0,86.0,16.0,18.0,56.0,72.0,9.0,10.0,70.0,24.0,36.0,30.0,41.0,23.0,62.0,11.0,12.0,0.0,4.0,1092.0,65.0,7.0,22,46.0,783.0,,test,26,049
12.0,696.0,800,1629.0,26077,11.0,4.0,22.0,87.0,18.0,15.0,51.0,74.0,9.0,8.0,72.0,19.0,29.0,22.0,35.0,18.0,75.0,8.0,13.0,0.0,4.0,1023.0,56.0,13.0,22,30.0,466.0,,test,26,077
9.0,210.0,801,3455.0,26079,25.0,5.0,30.0,86.0,14.0,14.0,43.0,76.0,3.0,8.0,66.0,18.0,31.0,26.0,31.0,21.0,44.0,11.0,17.0,1.0,6.0,2448.0,63.0,0.0,22,48.0,345.0,,test,26,079
9.0,101.0,975,2083.0,26105,13.0,4.0,27.0,88.0,22.0,22.0,40.0,77.0,2.0,8.0,75.0,17.0,32.0,29.0,28.0,21.0,60.0,11.0,16.0,0.0,4.0,1436.0,55.0,7.0,22,35.0,292.0,,test,26,105
9.0,30.0,1272,4523.0,26141,13.0,3.0,26.0,90.0,11.0,14.0,29.0,77.0,8.0,7.0,70.0,18.0,33.0,26.0,30.0,19.0,54.0,16.0,17.0,0.0,5.0,4446.0,49.0,30.0,22,24.0,150.0,,test,26,141
11.0,88.0,1393,3354.0,26151,18.0,4.0,27.0,90.0,20.0,13.0,32.0,86.0,2.0,7.0,65.0,20.0,35.0,29.0,25.0,24.0,47.0,12.0,18.0,7.0,3.0,2690.0,95.0,2.0,22,29.0,231.0,,test,26,151
10.0,58.0,338,2941.0,27029,16.0,3.0,30.0,60.0,18.0,8.0,17.0,82.0,17.0,6.0,67.0,10.0,31.0,23.0,32.0,16.0,58.0,12.0,15.0,0.0,3.0,2902.0,90.0,0.0,23,40.0,350.0,,test,27,029
9.0,98.0,848,2713.0,27071,15.0,3.0,22.0,88.0,17.0,12.0,32.0,82.0,17.0,5.0,69.0,15.0,30.0,22.0,28.0,17.0,66.0,8.0,11.0,3.0,4.0,2220.0,47.0,23.0,23,28.0,156.0,,test,27,071
9.0,148.0,867,4095.0,27077,16.0,2.0,18.0,78.0,18.0,7.0,38.0,86.0,15.0,6.0,53.0,3.0,28.0,24.0,29.0,16.0,55.0,6.0,13.0,0.0,2.0,2021.0,73.0,25.0,23,28.0,92.0,,test,27,077
11.0,96.0,973,2353.0,27091,17.0,2.0,19.0,84.0,18.0,10.0,53.0,84.0,11.0,7.0,68.0,12.0,27.0,22.0,25.0,16.0,68.0,6.0,11.0,2.0,2.0,1041.0,59.0,10.0,23,35.0,78.0,,test,27,091
11.0,107.0,1114,1970.0,27103,8.0,2.0,12.0,56.0,16.0,11.0,53.0,83.0,8.0,6.0,74.0,18.0,28.0,17.0,28.0,6.0,75.0,5.0,8.0,0.0,3.0,1364.0,45.0,9.0,23,15.0,101.0,,test,27,103
11.0,73.0,1254,3717.0,27121,19.0,3.0,14.0,91.0,18.0,9.0,20.0,88.0,3.0,6.0,70.0,12.0,28.0,26.0,19.0,13.0,67.0,5.0,12.0,6.0,3.0,1218.0,83.0,18.0,23,14.0,45.0,,test,27,121
11.0,488.0,1296,1342.0,27123,7.0,3.0,26.0,89.0,17.0,10.0,51.0,69.0,6.0,7.0,70.0,14.0,24.0,15.0,35.0,17.0,71.0,7.0,12.0,0.0,3.0,2226.0,44.0,9.0,23,36.0,489.0,,test,27,123
9.0,98.0,1308,4115.0,27125,16.0,1.0,16.0,79.0,18.0,9.0,29.0,93.0,11.0,6.0,72.0,12.0,32.0,21.0,24.0,13.0,60.0,8.0,11.0,0.0,2.0,2226.0,42.0,0.0,23,25.0,65.0,,test,27,125
9.0,250.0,1483,1445.0,27137,11.0,3.0,21.0,89.0,20.0,11.0,37.0,76.0,9.0,6.0,70.0,15.0,28.0,18.0,34.0,21.0,72.0,7.0,11.0,0.0,3.0,2226.0,47.0,9.0,23,23.0,240.0,,test,27,137
11.0,910.0,5,3143.0,28001,25.0,5.0,51.0,81.0,11.0,26.0,46.0,61.0,16.0,15.0,63.0,30.0,37.0,40.0,56.0,24.0,54.0,11.0,22.0,0.0,5.0,1344.0,98.0,6.0,24,72.0,328.0,,test,28,001
12.0,1187.0,326,5233.0,28021,42.0,6.0,53.0,64.0,10.0,26.0,67.0,72.0,10.0,17.0,45.0,25.0,42.0,40.0,75.0,17.0,54.0,16.0,21.0,25.0,4.0,4784.0,114.0,0.0,24,54.0,770.0,,test,28,021
13.0,819.0,334,6962.0,28025,24.0,4.0,42.0,78.0,7.0,25.0,36.0,57.0,10.0,13.0,59.0,34.0,38.0,38.0,53.0,25.0,53.0,19.0,22.0,0.0,4.0,2287.0,107.0,0.0,24,59.0,355.0,,test,28,025
13.0,465.0,444,3247.0,28033,22.0,4.0,16.0,87.0,11.0,16.0,49.0,83.0,8.0,8.0,61.0,21.0,33.0,30.0,31.0,24.0,63.0,8.0,19.0,0.0,3.0,3851.0,78.0,9.0,24,43.0,168.0,,test,28,033
13.0,435.0,864,3091.0,28071,19.0,4.0,23.0,89.0,16.0,16.0,44.0,82.0,14.0,10.0,54.0,15.0,32.0,28.0,37.0,18.0,79.0,9.0,24.0,29.0,3.0,1532.0,58.0,11.0,24,19.0,288.0,,test,28,071
13.0,807.0,885,2155.0,28075,23.0,4.0,34.0,80.0,9.0,21.0,54.0,72.0,9.0,13.0,64.0,23.0,35.0,30.0,50.0,22.0,56.0,11.0,20.0,5.0,4.0,1002.0,84.0,5.0,24,63.0,331.0,,test,28,075
13.0,1109.0,1132,5845.0,28103,39.0,4.0,48.0,90.0,5.0,24.0,75.0,71.0,10.0,14.0,51.0,30.0,40.0,34.0,60.0,14.0,40.0,18.0,26.0,0.0,5.0,3839.0,102.0,0.0,24,81.0,288.0,,test,28,103
13.0,1143.0,1289,8360.0,28119,44.0,4.0,50.0,79.0,10.0,23.0,60.0,67.0,23.0,15.0,49.0,25.0,40.0,35.0,53.0,23.0,43.0,14.0,22.0,5.0,7.0,8196.0,140.0,0.0,24,82.0,288.0,,test,28,119
